id,student_id,course_id
1895,7349,2
1896,9687,13
1897,9479,12
1898,38,17
1899,6626,16
1900,3915,7
1901,2610,4
1902,9413,8
1903,5838,7
1904,2583,8
1905,1996,17
1906,3846,17
1907,5773,9
1908,5298,9
1909,5529,11
1910,4035,8
1911,3398,6
1912,9452,6
1913,8279,2
1914,8154,8
1915,8859,14
1916,1325,17
1917,4090,11
1918,8311,11
1919,3072,13
1920,5479,2
1921,8027,14
1922,6645,3
1923,4894,16
1924,5290,12
1925,1958,16
1926,3250,13
1927,6305,8
1928,6757,13
1929,8131,11
1930,4469,11
1931,5527,6
1932,4760,13
1933,9763,3
1934,539,6
1935,8195,8
1936,6299,5
1937,875,11
1938,3205,12
1939,3738,1
1940,5305,6
1941,1934,9
1942,4474,7
1943,7044,10
1944,8108,16
1945,9348,15
1946,1675,17
1947,5404,7
1948,744,5
1949,7161,8
1950,2480,6
1951,6142,12
1952,9856,9
1953,2156,3
1954,2827,14
1955,5968,14
1956,9648,13
1957,7204,6
1958,2850,14
1959,9695,13
1960,6708,5
1961,3761,7
1962,2954,9
1963,9541,13
1964,1756,2
1965,1828,12
1966,3246,11
1967,2386,12
1968,697,9
1969,8433,7
1970,5493,9
1971,750,13
1972,493,10
1973,3205,6
1974,2809,14
1975,5671,13
1976,4640,9
1977,2092,17
1978,2316,15
1979,308,10
1980,2419,5
1981,329,15
1982,620,2
1983,2040,17
1984,5086,10
1985,3745,14
1986,3271,4
1987,1945,9
1988,491,17
1989,7541,5
1990,4256,2
1991,2229,12
1992,9719,11
1993,4660,7
1994,1080,12
1995,7153,11
1996,5461,12
1997,2784,9
1998,4033,4
1999,2194,8
2000,7985,13
2001,4950,14
2002,3861,1
2003,9842,10
2004,973,12
2005,4995,9
2006,1366,17
2007,3761,13
2008,2560,8
2009,4092,12
2010,9679,5
2011,240,8
2012,5713,2
2013,5865,6
2014,2190,7
2015,8908,4
2016,371,14
2017,7902,7
2018,6907,8
2019,104,14
2020,9387,5
2021,3413,12
2022,9047,8
2023,72,13
2024,2693,9
2025,768,12
2026,9673,16
2027,5125,5
2028,5274,2
2029,1855,13
2030,6436,9
2031,3135,9
2032,3000,17
2033,937,14
2034,4961,8
2035,176,8
2036,8455,14
2037,3376,4
2038,9411,15
2039,4431,13
2040,5846,5
2041,8011,12
2042,697,13
2043,2888,9
2044,9168,2
2045,5866,12
2046,2011,8
2047,5337,16
2048,9257,6
2049,9491,8
2050,1633,8
2051,8697,14
2052,1142,13
2053,9185,6
2054,7533,7
2055,7827,1
2056,670,8
2057,9359,10
2058,3124,12
2059,9409,9
2060,286,1
2061,8556,14
2062,1382,1
2063,1174,1
2064,2153,4
2065,968,5
2066,4639,11
2067,672,7
2068,5224,9
2069,2269,8
2070,3245,12
2071,2918,9
2072,2718,7
2073,6487,16
2074,4597,9
2075,6013,6
2076,2973,13
2077,141,13
2078,4694,4
2079,830,1
2080,9704,12
2081,3831,3
2082,8428,16
2083,2077,16
2084,3529,15
2085,9572,5
2086,5215,4
2087,3597,6
2088,3686,13
2089,3209,9
2090,7288,6
2091,7650,8
2092,4210,11
2093,359,13
2094,4677,8
2095,1550,5
2096,6013,5
2097,8885,10
2098,3905,4
2099,2177,16
2100,9888,12
2101,558,17
2102,9234,17
2103,2406,11
2104,4564,9
2105,4874,15
2106,3003,7
2107,9848,12
2108,4507,12
2109,3880,12
2110,8813,9
2111,4597,14
2112,2443,10
2113,7994,7
2114,2493,2
2115,7058,3
2116,1614,10
2117,1693,13
2118,2524,11
2119,1892,9
2120,6875,16
2121,537,3
2122,8537,12
2123,4960,14
2124,5399,10
2125,5932,14
2126,9437,3
2127,6714,8
2128,1999,13
2129,5152,5
2130,5984,7
2131,6736,5
2132,9246,6
2133,8348,6
2134,3280,13
2135,2337,13
2136,2535,15
2137,7788,8
2138,3454,11
2139,5559,6
2140,2116,8
2141,6395,5
2142,4262,17
2143,9174,11
2144,2730,7
2145,4841,13
2146,3991,5
2147,1563,2
2148,8698,10
2149,5602,5
2150,9721,5
2151,5992,5
2152,2442,12
2153,2936,4
2154,1646,5
2155,6380,11
2156,2695,11
2157,9221,7
2158,4988,17
2159,1564,7
2160,6276,16
2161,6858,6
2162,2147,13
2163,3986,12
2164,3739,10
2165,2636,17
2166,1629,5
2167,2171,5
2168,2784,2
2169,173,5
2170,7708,13
2171,6302,17
2172,2148,5
2173,934,17
2174,362,12
2175,4093,4
2176,262,5
2177,7465,11
2178,3870,13
2179,8698,5
2180,1094,17
2181,2823,12
2182,6303,15
2183,994,3
2184,8158,8
2185,7983,7
2186,7295,2
2187,3540,3
2188,2225,7
2189,6963,6
2190,6383,14
2191,5920,6
2192,2956,14
2193,7597,8
2194,435,12
2195,1998,9
2196,4745,8
2197,7782,13
2198,966,15
2199,7802,8
2200,769,7
2201,6711,7
2202,4885,17
2203,3723,16
2204,4748,8
2205,3599,9
2206,6234,8
2207,4661,13
2208,5248,16
2209,378,11
2210,2601,12
2211,1811,13
2212,47,6
2213,1348,11
2214,564,2
2215,7939,17
2216,6398,3
2217,4730,8
2218,8773,10
2219,1209,12
2220,3143,1
2221,1446,8
2222,4667,9
2223,4560,7
2224,1495,16
2225,8297,17
2226,5002,13
2227,4255,14
2228,55,10
2229,8434,11
2230,8875,12
2231,9419,7
2232,7514,7
2233,340,12
2234,7930,14
2235,858,3
2236,1068,10
2237,940,5
2238,1498,10
2239,9590,8
2240,7623,17
2241,1666,10
2242,7828,8
2243,9842,17
2244,8957,11
2245,7724,7
2246,1645,17
2247,1118,7
2248,2611,14
2249,3308,16
2250,6938,13
2251,2576,13
2252,9222,12
2253,4269,12
2254,9639,11
2255,1929,13
2256,4320,14
2257,1422,12
2258,2507,5
2259,7976,5
2260,7657,13
2261,7998,12
2262,605,12
2263,4830,17
2264,8322,7
2265,9004,13
2266,7205,2
2267,8809,6
2268,8315,14
2269,2367,7
2270,8296,13
2271,1405,6
2272,5610,3
2273,2475,14
2274,471,11
2275,6767,13
2276,598,11
2277,9110,6
2278,298,7
2279,3890,9
2280,2878,2
2281,4217,11
2282,2740,11
2283,8167,6
2284,9803,5
2285,2238,11
2286,9602,7
2287,5676,8
2288,4832,12
2289,6195,13
2290,8709,10
2291,4319,7
2292,7793,2
2293,5792,10
2294,3302,9
2295,8960,11
2296,6711,1
2297,2411,5
2298,936,12
2299,9928,12
2300,8404,4
2301,3820,16
2302,6583,14
2303,6652,1
2304,9964,12
2305,5147,13
2306,9174,1
2307,1944,6
2308,204,8
2309,5916,6
2310,6680,13
2311,5566,8
2312,2103,2
2313,4399,1
2314,757,16
2315,1933,11
2316,779,9
2317,1770,12
2318,5930,8
2319,5232,5
2320,477,10
2321,3391,13
2322,3062,11
2323,267,6
2324,2681,12
2325,1326,4
2326,8692,14
2327,3430,14
2328,6072,14
2329,206,2
2330,9472,6
2331,7400,10
2332,4949,11
2333,5061,10
2334,1037,13
2335,2930,10
2336,204,7
2337,9709,14
2338,699,12
2339,6730,17
2340,1287,9
2341,3773,9
2342,604,10
2343,1496,9
2344,6048,14
2345,1496,13
2346,3986,10
2347,2599,7
2348,7254,4
2349,6722,12
2350,2469,9
2351,5358,13
2352,1667,17
2353,5276,11
2354,878,11
2355,7628,17
2356,2160,9
2357,6168,15
2358,5200,15
2359,6554,13
2360,188,5
2361,9767,5
2362,3684,12
2363,5302,7
2364,4678,12
2365,7726,1
2366,6342,9
2367,2022,14
2368,2926,17
2369,6387,10
2370,8620,14
2371,2790,14
2372,5893,14
2373,7833,10
2374,8362,3
2375,510,8
2376,5096,8
2377,7841,6
2378,1664,8
2379,1960,7
2380,385,15
2381,9486,12
2382,6122,13
2383,2589,10
2384,1241,13
2385,3130,10
2386,3254,10
2387,7583,1
2388,8780,13
2389,1679,14
2390,8625,11
2391,1065,10
2392,3409,4
2393,1620,13
2394,6385,4
2395,9708,16
2396,1134,16
2397,9188,12
2398,7529,12
2399,9982,17
2400,4442,10
2401,3430,10
2402,8211,13
2403,6930,16
2404,8419,13
2405,6131,4
2406,4034,14
2407,4018,12
2408,8359,12
2409,8361,5
2410,414,13
2411,4766,14
2412,4569,5
2413,812,14
2414,1502,9
2415,3119,4
2416,9366,12
2417,307,11
2418,701,14
2419,8675,5
2420,9749,15
2421,8256,17
2422,7050,13
2423,2737,13
2424,5482,6
2425,1646,9
2426,5072,6
2427,8390,14
2428,5860,14
2429,5853,11
2430,3334,11
2431,2181,10
2432,2726,17
2433,257,8
2434,954,5
2435,7378,9
2436,9928,11
2437,7222,12
2438,4456,9
2439,6084,14
2440,1789,8
2441,4745,9
2442,8551,13
2443,7457,9
2444,2479,14
2445,1637,7
2446,5861,12
2447,5383,14
2448,892,8
2449,8287,14
2450,3145,5
2451,4675,17
2452,7053,11
2453,2301,13
2454,420,9
2455,1491,12
2456,4244,10
2457,4063,12
2458,8960,8
2459,3540,14
2460,3027,17
2461,4998,13
2462,5851,6
2463,1918,11
2464,9305,7
2465,3666,10
2466,5901,9
2467,7169,2
2468,700,10
2469,5491,9
2470,3932,11
2471,239,12
2472,1464,15
2473,1926,7
2474,5811,11
2475,9708,6
2476,3964,11
2477,1806,17
2478,7744,6
2479,2537,7
2480,5678,13
2481,6692,13
2482,5558,7
2483,5619,13
2484,76,12
2485,2817,5
2486,4048,11
2487,5581,15
2488,3964,11
2489,2490,5
2490,5556,5
2491,1139,5
2492,5648,1
2493,2273,8
2494,8430,14
2495,9201,11
2496,3447,5
2497,6913,11
2498,1846,14
2499,9286,14
2500,3882,10
2501,748,13
2502,8335,7
2503,5968,10
2504,2508,17
2505,5720,9
2506,8082,11
2507,8741,9
2508,9853,1
2509,2790,14
2510,2507,9
2511,5445,7
2512,5132,17
2513,2166,3
2514,1649,11
2515,6690,8
2516,4720,8
2517,1344,7
2518,7158,11
2519,6837,13
2520,6420,14
2521,4635,12
2522,2376,16
2523,3626,4
2524,2628,14
2525,695,2
2526,1144,14
2527,6369,16
2528,8410,6
2529,186,10
2530,8141,14
2531,6982,10
2532,2361,10
2533,773,6
2534,3033,12
2535,2940,10
2536,8663,11
2537,2977,3
2538,5751,10
2539,8566,13
2540,5137,14
2541,6639,5
2542,4635,10
2543,5095,14
2544,855,5
2545,2173,9
2546,2495,5
2547,8865,9
2548,879,14
2549,9913,3
2550,7809,8
2551,8492,9
2552,7719,9
2553,1121,2
2554,9090,12
2555,2540,14
2556,7653,11
2557,5991,6
2558,8175,6
2559,9233,3
2560,549,6
2561,672,11
2562,4948,9
2563,5176,13
2564,7059,12
2565,8316,12
2566,8807,10
2567,6756,12
2568,5936,10
2569,774,5
2570,1901,5
2571,8803,3
2572,1408,11
2573,2346,5
2574,2749,6
2575,7139,9
2576,5620,12
2577,8897,14
2578,786,10
2579,8668,12
2580,2924,10
2581,5493,5
2582,3721,14
2583,8392,6
2584,26,13
2585,7736,13
2586,1002,12
2587,5654,11
2588,8064,8
2589,77,7
2590,9498,7
2591,4551,11
2592,9241,6
2593,9202,7
2594,5053,12
2595,6170,7
2596,3818,1
2597,2600,12
2598,9493,7
2599,6319,11
2600,9250,12
2601,7464,8
2602,3920,14
2603,1563,10
2604,9136,7
2605,2337,12
2606,3465,6
2607,6208,17
2608,5824,5
2609,611,17
2610,8072,9
2611,7644,17
2612,8025,15
2613,9329,12
2614,5212,8
2615,222,13
2616,9032,15
2617,6103,13
2618,5703,9
2619,5481,7
2620,6003,8
2621,3549,12
2622,4353,9
2623,1660,12
2624,1675,17
2625,2866,11
2626,7864,16
2627,7396,13
2628,9764,5
2629,5935,14
2630,6426,14
2631,2660,15
2632,2728,5
2633,4402,8
2634,4045,7
2635,918,15
2636,2385,11
2637,9997,17
2638,1737,2
2639,1008,7
2640,2420,10
2641,4948,6
2642,2104,8
2643,7994,13
2644,2848,11
2645,612,6
2646,497,8
2647,9608,11
2648,6560,6
2649,6988,6
2650,920,9
2651,6135,10
2652,1434,1
2653,4163,9
2654,3445,5
2655,1266,7
2656,840,12
2657,9718,13
2658,502,4
2659,2659,10
2660,7857,11
2661,4309,8
2662,5746,6
2663,5082,13
2664,4661,14
2665,5471,14
2666,3615,7
2667,4913,12
2668,2257,13
2669,7991,16
2670,6853,6
2671,1019,14
2672,4589,9
2673,799,11
2674,7570,17
2675,2600,11
2676,7511,17
2677,9400,7
2678,9762,9
2679,511,7
2680,9021,12
2681,4602,12
2682,3671,7
2683,6857,17
2684,3657,4
2685,3894,17
2686,9792,12
2687,3804,13
2688,4219,17
2689,7366,5
2690,4371,14
2691,2938,11
2692,8657,5
2693,7962,12
2694,5943,6
2695,4176,13
2696,2553,11
2697,6743,17
2698,2590,13
2699,4512,13
2700,4096,10
2701,8309,1
2702,3952,13
2703,5683,17
2704,6412,13
2705,9286,6
2706,6877,13
2707,8947,13
2708,8666,11
2709,974,15
2710,729,13
2711,3934,8
2712,4781,14
2713,9694,12
2714,4348,17
2715,4881,2
2716,9801,11
2717,881,5
2718,755,1
2719,280,13
2720,9692,9
2721,7074,8
2722,690,6
2723,5637,5
2724,6110,6
2725,5375,12
2726,7528,5
2727,9662,6
2728,4262,12
2729,4897,10
2730,4586,13
2731,2037,4
2732,9808,8
2733,5526,17
2734,967,7
2735,8209,11
2736,908,14
2737,3988,10
2738,8327,9
2739,9277,17
2740,7939,1
2741,9100,12
2742,3573,16
2743,843,1
2744,848,4
2745,585,15
2746,5469,11
2747,6295,8
2748,8529,17
2749,887,4
2750,3558,4
2751,8607,11
2752,4950,6
2753,1506,5
2754,7669,13
2755,5044,6
2756,6623,10
2757,9924,10
2758,6709,7
2759,4140,14
2760,9971,17
2761,4578,10
2762,4025,12
2763,7678,11
2764,4230,3
2765,7272,6
2766,8569,9
2767,5078,12
2768,716,9
2769,1881,14
2770,9728,10
2771,9127,5
2772,5542,12
2773,9764,14
2774,5837,9
2775,2580,16
2776,1755,6
2777,5833,7
2778,2343,3
2779,6903,10
2780,2551,13
2781,5582,10
2782,4445,14
2783,3945,6
2784,9818,8
2785,6888,12
2786,7593,17
2787,9624,12
2788,7403,8
2789,7439,2
2790,6821,16
2791,7379,7
2792,3634,4
2793,3244,9
2794,7608,17
2795,8836,1
2796,3949,13
2797,3133,11
2798,8370,5
2799,4128,13
2800,8787,2
2801,160,10
2802,8035,9
2803,1638,9
2804,9946,7
2805,9836,9
2806,3086,17
2807,692,5
2808,5391,11
2809,6499,5
2810,7053,12
2811,9966,5
2812,613,9
2813,2218,13
2814,5545,12
2815,249,13
2816,3198,15
2817,3166,13
2818,6696,2
2819,8694,14
2820,124,6
2821,7130,8
2822,7524,17
2823,664,12
2824,709,5
2825,6466,6
2826,2896,17
2827,1039,13
2828,3666,5
2829,1347,12
2830,7509,17
2831,258,11
2832,7563,7
2833,5816,15
2834,4661,13
2835,8701,10
2836,1621,2
2837,1064,13
2838,433,6
2839,7131,6
2840,2696,10
2841,596,11
2842,9076,7
2843,1349,10
2844,2706,14
2845,1973,10
2846,7262,9
2847,7796,9
2848,2710,1
2849,6613,7
2850,4588,14
2851,9034,11
2852,2519,8
2853,5428,13
2854,9603,10
2855,3692,9
2856,8537,14
2857,1741,3
2858,3225,2
2859,3772,13
2860,739,12
2861,3035,6
2862,817,9
2863,641,17
2864,1982,13
2865,7309,13
2866,8592,17
2867,6856,14
2868,9472,7
2869,5813,7
2870,6114,5
2871,8105,17
2872,397,17
2873,8910,1
2874,8127,7
2875,2593,8
2876,8321,9
2877,1888,9
2878,3120,12
2879,2918,6
2880,1534,16
2881,5379,17
2882,3028,12
2883,8252,3
2884,6020,13
2885,7924,5
2886,3630,14
2887,5990,8
2888,2381,12
2889,8999,10
2890,7230,7
2891,4870,5
2892,3403,10
2893,599,12
2894,821,9
2895,9742,14
2896,9371,6
2897,9485,8
2898,4917,15
2899,2617,17
2900,6624,15
2901,2110,14
2902,8165,4
2903,4236,11
2904,4021,4
2905,6634,3
2906,9607,6
2907,2311,17
2908,2298,12
2909,87,11
2910,5467,5
2911,5845,8
2912,3969,7
2913,3896,5
2914,5469,9
2915,9953,5
2916,9220,6
2917,2891,17
2918,7821,11
2919,5322,5
2920,3998,7
2921,8257,14
2922,5645,11
2923,4440,7
2924,4901,7
2925,6838,12
2926,8031,9
2927,6434,6
2928,4707,12
2929,4498,11
2930,850,10
2931,9610,5
2932,4101,6
2933,6495,10
2934,1918,17
2935,5328,12
2936,2392,7
2937,2004,1
2938,6443,14
2939,6304,13
2940,2216,10
2941,6726,13
2942,252,2
2943,331,2
2944,1886,8
2945,4584,4
2946,5317,14
2947,1563,13
2948,8875,10
2949,5155,11
2950,324,12
2951,9447,2
2952,9579,8
2953,8328,5
2954,243,13
2955,9548,11
2956,1183,11
2957,6528,7
2958,6215,13
2959,5337,5
2960,4323,1
2961,478,12
2962,4705,13
2963,8107,9
2964,735,5
2965,3294,11
2966,1210,11
2967,9121,7
2968,6900,10
2969,6950,10
2970,9429,1
2971,906,13
2972,5877,13
2973,2398,17
2974,1230,11
2975,1999,3
2976,2321,3
2977,8228,13
2978,4659,14
2979,2173,14
2980,9161,14
2981,6881,16
2982,6666,14
2983,7062,1
2984,4820,8
2985,152,15
2986,6752,10
2987,7465,9
2988,9213,10
2989,3159,8
2990,1802,3
2991,7159,17
2992,8276,13
2993,747,2
2994,4480,10
2995,571,8
2996,3752,14
2997,1005,7
2998,5158,7
2999,122,7
3000,3653,9
3001,1920,17
3002,4869,11
3003,7878,14
3004,6947,14
3005,632,13
3006,4742,3
3007,1921,7
3008,7837,11
3009,3099,9
3010,7823,14
3011,4394,12
3012,2652,12
3013,3102,9
3014,3726,1
3015,2754,11
3016,1649,9
3017,4636,9
3018,339,12
3019,4581,11
3020,7284,14
3021,16,3
3022,2161,13
3023,450,15
3024,692,12
3025,1908,11
3026,8962,4
3027,171,12
3028,4174,5
3029,2470,6
3030,2193,5
3031,3144,16
3032,5935,13
3033,544,6
3034,9130,6
3035,9797,14
3036,57,5
3037,2864,14
3038,1851,10
3039,2091,8
3040,5382,15
3041,9143,9
3042,7549,9
3043,440,3
3044,5572,12
3045,72,10
3046,4463,2
3047,7931,12
3048,1596,7
3049,9524,10
3050,8638,7
3051,6638,7
3052,8251,6
3053,1850,8
3054,9524,10
3055,223,9
3056,8879,13
3057,3130,9
3058,4037,10
3059,7004,1
3060,3025,6
3061,8443,11
3062,9229,5
3063,3612,5
3064,2333,12
3065,4124,14
3066,4764,14
3067,7167,7
3068,8906,17
3069,5402,17
3070,3429,17
3071,9756,13
3072,7272,7
3073,9626,13
3074,6424,6
3075,295,4
3076,2075,11
3077,668,12
3078,2920,6
3079,883,9
3080,2085,17
3081,9248,17
3082,1702,1
3083,7689,5
3084,5482,9
3085,512,5
3086,6817,12
3087,3093,14
3088,8317,5
3089,6844,10
3090,5404,5
3091,5662,7
3092,8551,6
3093,9455,10
3094,9568,2
3095,9870,6
3096,4167,13
3097,4197,3
3098,6341,15
3099,2930,14
3100,9604,13
3101,2178,17
3102,2631,11
3103,9728,13
3104,1018,4
3105,1432,13
3106,5334,5
3107,3142,14
3108,6278,17
3109,3343,14
3110,2605,7
3111,3015,3
3112,2548,5
3113,787,6
3114,4443,3
3115,2863,13
3116,2864,12
3117,5437,11
3118,5301,17
3119,6371,14
3120,9174,10
3121,7278,9
3122,275,7
3123,4224,3
3124,8721,12
3125,5958,14
3126,2826,4
3127,9494,10
3128,2154,4
3129,7651,9
3130,3252,5
3131,633,10
3132,4955,13
3133,2353,12
3134,8363,13
3135,3784,5
3136,3520,6
3137,275,9
3138,743,11
3139,9691,15
3140,8780,10
3141,6134,14
3142,7195,3
3143,9674,8
3144,8952,10
3145,8008,12
3146,298,9
3147,8374,8
3148,6107,10
3149,9989,16
3150,9216,8
3151,6231,9
3152,7608,1
3153,3910,12
3154,202,6
3155,6031,8
3156,9481,9
3157,9677,1
3158,5929,11
3159,6030,12
3160,2707,14
3161,5243,13
3162,6918,13
3163,5347,17
3164,8031,5
3165,8569,15
3166,9409,7
3167,5875,6
3168,3923,6
3169,6251,6
3170,1256,6
3171,7758,12
3172,1256,5
3173,4634,5
3174,9495,9
3175,4181,14
3176,5425,10
3177,2793,9
3178,1342,8
3179,8556,13
3180,4175,13
3181,1308,16
3182,9983,8
3183,642,11
3184,9343,7
3185,5167,7
3186,5615,12
3187,4694,14
3188,2060,5
3189,5534,9
3190,4049,6
3191,4401,15
3192,3303,16
3193,2410,6
3194,1977,8
3195,9494,13
3196,992,14
3197,7575,11
3198,3205,14
3199,1074,9
3200,8685,11
3201,4407,12
3202,8367,6
3203,2835,8
3204,2541,12
3205,886,7
3206,9712,9
3207,5167,7
3208,1247,10
3209,8414,6
3210,2820,14
3211,1978,2
3212,8214,2
3213,3113,14
3214,7027,11
3215,1169,11
3216,1019,9
3217,3714,11
3218,790,4
3219,5705,1
3220,2494,12
3221,2139,16
3222,4846,3
3223,4517,13
3224,1405,15
3225,894,2
3226,9728,12
3227,6996,14
3228,8451,10
3229,4398,14
3230,3241,6
3231,8087,9
3232,2504,10
3233,6781,17
3234,8896,12
3235,5733,11
3236,462,17
3237,6431,6
3238,9869,7
3239,964,7
3240,7086,13
3241,9141,8
3242,3989,9
3243,7838,10
3244,2679,14
3245,2893,10
3246,1698,14
3247,7846,14
3248,5171,15
3249,5480,3
3250,7867,6
3251,49,7
3252,5413,12
3253,832,11
3254,2304,5
3255,7447,15
3256,4158,15
3257,1251,2
3258,5128,3
3259,1244,7
3260,7010,12
3261,6238,11
3262,3918,14
3263,2284,5
3264,9857,17
3265,2219,4
3266,3536,11
3267,6851,7
3268,1753,14
3269,3401,7
3270,7774,16
3271,2122,5
3272,2176,12
3273,1939,9
3274,9662,4
3275,1373,2
3276,2201,9
3277,9648,14
3278,9812,12
3279,4708,3
3280,6169,13
3281,9979,12
3282,5022,15
3283,1653,12
3284,9003,14
3285,4906,16
3286,4812,11
3287,2542,8
3288,1293,13
3289,6939,6
3290,5639,12
3291,894,13
3292,8634,12
3293,1232,17
3294,5376,13
3295,2355,11
3296,7146,6
3297,7601,7
3298,8736,10
3299,2345,13
3300,548,12
3301,7440,16
3302,2421,10
3303,9115,17
3304,2254,6
3305,8272,12
3306,4950,2
3307,9710,10
3308,4989,6
3309,5622,3
3310,50,7
3311,9130,7
3312,7067,8
3313,711,13
3314,6325,7
3315,9789,12
3316,8574,7
3317,6051,13
3318,1533,6
3319,9610,6
3320,5649,9
3321,8015,9
3322,486,11
3323,3422,7
3324,1867,13
3325,3225,12
3326,8699,10
3327,7349,12
3328,7031,16
3329,2994,12
3330,9974,14
3331,4224,9
3332,4895,17
3333,655,14
3334,9945,14
3335,4872,12
3336,8789,11
3337,2972,8
3338,7717,12
3339,7918,3
3340,2494,6
3341,4464,2
3342,4290,14
3343,9636,12
3344,7213,17
3345,917,5
3346,4144,14
3347,5495,17
3348,6456,5
3349,2130,5
3350,9271,6
3351,2908,12
3352,4083,10
3353,7103,14
3354,5522,7
3355,8974,4
3356,5724,10
3357,9079,13
3358,7279,9
3359,2330,6
3360,4683,14
3361,3337,10
3362,565,17
3363,8526,5
3364,529,11
3365,8015,14
3366,8817,11
3367,1829,17
3368,5749,11
3369,599,9
3370,4124,9
3371,9775,7
3372,6372,12
3373,1325,11
3374,6617,14
3375,1577,14
3376,838,13
3377,6747,9
3378,1776,14
3379,3852,8
3380,9907,9
3381,1547,14
3382,8482,9
3383,7484,13
3384,8487,13
3385,7474,9
3386,4268,14
3387,773,16
3388,1295,10
3389,941,8
3390,7021,3
3391,6083,12
3392,2633,6
3393,4237,4
3394,937,14
3395,5875,3
3396,6994,14
3397,3889,14
3398,9445,5
3399,7884,17
3400,6302,10
3401,9180,7
3402,9774,5
3403,6273,14
3404,1327,6
3405,4855,13
3406,2504,10
3407,8993,13
3408,7281,17
3409,3069,14
3410,9510,13
3411,6010,13
3412,590,14
3413,2245,6
3414,8522,10
3415,3087,14
3416,7152,10
3417,2669,5
3418,8844,12
3419,5204,1
3420,6241,14
3421,2137,9
3422,4450,13
3423,5987,8
3424,7203,7
3425,9310,9
3426,678,4
3427,5123,16
3428,3636,9
3429,4505,9
3430,3177,6
3431,8704,9
3432,5896,14
3433,7563,12
3434,5785,6
3435,6756,11
3436,7025,14
3437,6603,10
3438,7772,4
3439,5468,10
3440,1917,10
3441,7428,13
3442,7432,12
3443,4670,5
3444,9843,16
3445,1034,10
3446,3276,7
3447,1143,10
3448,6290,5
3449,1566,5
3450,5164,11
3451,4418,17
3452,8376,13
3453,8073,8
3454,9555,14
3455,8784,7
3456,5010,3
3457,1853,13
3458,9852,13
3459,8692,15
3460,8819,11
3461,5059,17
3462,1259,9
3463,6627,11
3464,1767,14
3465,1536,9
3466,3763,13
3467,1346,12
3468,3537,14
3469,2186,7
3470,4164,15
3471,2880,7
3472,5146,7
3473,5480,17
3474,9653,11
3475,446,5
3476,6821,15
3477,2651,10
3478,9515,12
3479,833,7
3480,5600,11
3481,987,13
3482,1237,8
3483,624,15
3484,2211,9
3485,804,8
3486,9054,6
3487,4284,14
3488,9604,11
3489,8381,7
3490,2087,13
3491,7219,3
3492,242,9
3493,9579,6
3494,7518,1
3495,9672,8
3496,9373,12
3497,8712,17
3498,6324,11
3499,4970,10
3500,6195,10
3501,2962,8
3502,4934,8
3503,1637,10
3504,495,17
3505,5886,2
3506,136,11
3507,8595,15
3508,891,9
3509,2247,3
3510,9555,10
3511,9535,4
3512,2906,10
3513,337,14
3514,8059,11
3515,7439,10
3516,991,5
3517,6788,9
3518,3231,13
3519,8692,7
3520,5259,9
3521,8378,10
3522,2326,3
3523,9440,14
3524,4264,8
3525,1788,12
3526,2609,5
3527,8766,17
3528,7990,3
3529,4915,10
3530,3880,10
3531,9258,14
3532,6521,13
3533,1635,16
3534,3527,4
3535,5877,4
3536,3890,11
3537,1212,11
3538,4461,11
3539,9682,6
3540,4295,9
3541,5750,10
3542,956,14
3543,2446,15
3544,9245,6
3545,8145,12
3546,5135,5
3547,4840,7
3548,7756,8
3549,8603,8
3550,1932,13
3551,4743,14
3552,3279,12
3553,3213,13
3554,1989,5
3555,8053,6
3556,2017,13
3557,9660,13
3558,5500,14
3559,9914,12
3560,1739,4
3561,5307,9
3562,3051,4
3563,3302,14
3564,8846,11
3565,8420,17
3566,2973,9
3567,6243,13
3568,3983,16
3569,1512,4
3570,6187,5
3571,1986,11
3572,6735,11
3573,8234,12
3574,1260,12
3575,3725,6
3576,2298,8
3577,7798,13
3578,8307,14
3579,2825,10
3580,695,14
3581,9800,12
3582,4832,14
3583,8343,12
3584,3705,8
3585,9181,14
3586,3402,8
3587,7124,7
3588,344,12
3589,2740,13
3590,3545,5
3591,2741,7
3592,8630,3
3593,7264,14
3594,8844,7
3595,1104,2
3596,3187,12
3597,6954,14
3598,7892,7
3599,6838,9
3600,3490,14
3601,7238,3
3602,9556,12
3603,304,10
3604,7126,11
3605,5953,14
3606,3843,13
3607,6227,10
3608,9638,4
3609,3584,17
3610,1680,1
3611,6782,6
3612,4195,5
3613,1553,10
3614,943,13
3615,835,17
3616,9471,13
3617,3717,10
3618,8886,5
3619,8676,14
3620,2694,7
3621,2963,9
3622,6407,11
3623,9413,9
3624,9186,5
3625,2667,5
3626,824,16
3627,350,10
3628,9144,7
3629,1246,10
3630,9175,7
3631,6903,15
3632,4572,14
3633,1613,10
3634,9120,4
3635,9680,14
3636,9597,3
3637,9401,8
3638,7165,8
3639,1115,14
3640,1206,13
3641,2713,13
3642,5436,14
3643,9303,7
3644,1071,3
3645,1859,2
3646,6346,14
3647,6322,1
3648,2573,7
3649,2862,16
3650,1603,13
3651,594,14
3652,6812,17
3653,7829,6
3654,7285,10
3655,5057,1
3656,8014,5
3657,1234,17
3658,9165,6
3659,5419,11
3660,4665,14
3661,8120,8
3662,5981,9
3663,4601,13
3664,1025,2
3665,9125,14
3666,1043,9
3667,5922,9
3668,3612,13
